Time,RX,TX
2018-04-15T02:24:12.129Z,0.7855186462402344,0.016912460327148438
2018-04-15T02:24:13.131Z,0.7739677429199219,0.0167236328125
2018-04-15T02:24:14.141Z,0.7826309204101562,0.016912460327148438
2018-04-15T02:24:15.147Z,0.7710800170898438,0.016660690307617188
2018-04-15T02:24:16.152Z,0.7884063720703125,0.017038345336914062
2018-04-15T02:24:17.156Z,0.7739677429199219,0.0167236328125
2018-04-15T02:24:18.166Z,0.7912940979003906,0.01697540283203125
2018-04-15T02:24:19.165Z,0.77685546875,0.0167236328125
2018-04-15T02:24:20.167Z,0.7710800170898438,0.0167236328125
2018-04-15T02:24:21.168Z,0.7696361541748047,0.016786575317382812
2018-04-15T02:24:22.171Z,0.7710800170898438,0.016660690307617188
2018-04-15T02:24:23.173Z,0.7811870574951172,0.016849517822265625
2018-04-15T02:24:24.175Z,0.7782993316650391,0.016786575317382812
2018-04-15T02:24:25.179Z,0.7725238800048828,0.016786575317382812
2018-04-15T02:24:26.183Z,0.7595291137695312,0.016408920288085938
2018-04-15T02:24:27.188Z,0.7710800170898438,0.016597747802734375
2018-04-15T02:24:28.191Z,0.77685546875,0.016786575317382812
2018-04-15T02:24:29.197Z,0.7827186584472656,0.0167236328125
