Time,RX,TX
2018-04-15T02:24:10.947Z,0.04971885681152344,2.3995590209960938
2018-04-15T02:24:11.952Z,0.04971885681152344,2.379688262939453
2018-04-15T02:24:12.967Z,0.05009651184082031,2.399730682373047
2018-04-15T02:24:13.980Z,0.05009651184082031,2.402618408203125
2018-04-15T02:24:14.985Z,0.04959297180175781,2.3781585693359375
2018-04-15T02:24:15.992Z,0.04984474182128906,2.3837623596191406
2018-04-15T02:24:17.008Z,0.049907684326171875,2.405506134033203
2018-04-15T02:24:18.013Z,0.049907684326171875,2.3810462951660156
2018-04-15T02:24:19.018Z,0.04959297180175781,2.378072738647461
2018-04-15T02:24:20.020Z,0.049655914306640625,2.373912811279297
2018-04-15T02:24:21.025Z,0.049655914306640625,2.3794307708740234
2018-04-15T02:24:22.027Z,0.04959297180175781,2.3738269805908203
2018-04-15T02:24:23.030Z,0.04959297180175781,2.3738269805908203
2018-04-15T02:24:24.034Z,0.049404144287109375,2.3767147064208984
2018-04-15T02:24:25.039Z,0.04921531677246094,2.35369873046875
2018-04-15T02:24:26.042Z,0.049655914306640625,2.3723831176757812
2018-04-15T02:24:27.045Z,0.049655914306640625,2.3738269805908203
2018-04-15T02:24:28.050Z,0.049617767333984375,2.375185012817383
