Time,RX,TX
2018-04-15T01:55:05.547Z,0.7970695495605469,0.01647186279296875
2018-04-15T01:55:06.549Z,0.8735942840576172,0.018863677978515625
2018-04-15T01:55:07.555Z,0.8750381469726562,0.018863677978515625
2018-04-15T01:55:08.559Z,0.8735942840576172,0.018800735473632812
2018-04-15T01:55:09.561Z,0.8707065582275391,0.018800735473632812
2018-04-15T01:55:10.572Z,0.8808135986328125,0.019052505493164062
2018-04-15T01:55:11.571Z,0.8707065582275391,0.018800735473632812
2018-04-15T01:55:12.580Z,0.8808135986328125,0.019052505493164062
2018-04-15T01:55:13.592Z,0.8793697357177734,0.018863677978515625
2018-04-15T01:55:14.606Z,0.8808135986328125,0.019052505493164062
2018-04-15T01:55:15.608Z,0.8735942840576172,0.018800735473632812
2018-04-15T01:55:16.615Z,0.8750381469726562,0.018926620483398438
2018-04-15T01:55:17.617Z,0.8707065582275391,0.01873779296875
2018-04-15T01:55:18.626Z,0.8779258728027344,0.019052505493164062
2018-04-15T01:55:19.630Z,0.8750381469726562,0.018863677978515625
2018-04-15T01:55:20.635Z,0.8663749694824219,0.01873779296875
2018-04-15T01:55:21.642Z,0.8764820098876953,0.018863677978515625
2018-04-15T01:55:22.656Z,0.8579196929931641,0.01848602294921875
