Time,RX,TX
2018-04-15T01:51:27.175Z,0.7508659362792969,0.0152130126953125
2018-04-15T01:51:28.182Z,0.7797431945800781,0.016786575317382812
2018-04-15T01:51:29.192Z,0.7869625091552734,0.016912460327148438
2018-04-15T01:51:30.205Z,0.7770214080810547,0.016786575317382812
2018-04-15T01:51:31.215Z,0.7855186462402344,0.016849517822265625
2018-04-15T01:51:32.222Z,0.7725238800048828,0.0167236328125
2018-04-15T01:51:33.228Z,0.7840747833251953,0.016849517822265625
2018-04-15T01:51:34.233Z,0.7782993316650391,0.0167236328125
2018-04-15T01:51:35.242Z,0.7710800170898438,0.016786575317382812
2018-04-15T01:51:36.246Z,0.7797431945800781,0.016786575317382812
2018-04-15T01:51:37.258Z,0.7797431945800781,0.016849517822265625
2018-04-15T01:51:38.263Z,0.77685546875,0.016283035278320312
2018-04-15T01:51:39.271Z,0.7855186462402344,0.01647186279296875
2018-04-15T01:51:40.282Z,0.7710800170898438,0.0167236328125
2018-04-15T01:51:41.289Z,0.7884063720703125,0.016786575317382812
2018-04-15T01:51:42.302Z,0.77685546875,0.016849517822265625
2018-04-15T01:51:43.317Z,0.7898502349853516,0.016849517822265625
2018-04-15T01:51:44.325Z,0.7754974365234375,0.016717910766601562
